id,subType,storageID,rarity,carryLimit,unk,sortOrder,flags,iconID,iconColor,carryItem,sellPrice,buyPrice,name,description
210,0,1,3,99,10,217,0,22,0,0,80,800,Earth Crystal,Crystallized microbes prized as an abrasive when forging weapons. Mainly found in the Wildspire Waste.
211,0,1,3,99,10,218,0,22,3,0,600,6000,Coral Crystal,Crystal prized at the Smithy for use in high-grade abrasives. Mainly found in the Coral Highlands.
212,0,1,5,99,5,219,0,22,1,0,800,800,Dragonvein Crystal,Mined from high rank areas. Many expect this newly-discovered crystal to usher in a new era of metalwork.
213,0,1,4,99,5,220,0,22,10,0,1150,11500,Lightcrystal,A precious and extremely hard substance with a faint glow. Sometimes used for crafting tools.
214,0,1,6,99,3,221,0,22,0,0,2440,24400,Novacrystal,"High quality Lightcrystal. Highly coveted for its rarity, it's used for only the finest of metalworking."
215,0,1,6,99,3,222,0,22,7,0,1720,17200,Firecell Stone,A magma-like deposit that only trained hands can work with. Armor made from it is first-class.
216,0,1,3,99,10,223,0,37,3,0,400,4000,Aquacore Ore,A valuable mineral used to create charms. Gives off a vibrant glow that mirrors the ocean.
217,0,1,5,99,5,224,0,37,0,0,800,8000,Spiritcore Ore,"A valuable mineral used to create charms. Gives off a warm, sunny glow."
218,0,1,6,99,3,225,0,37,5,0,1200,12000,Dreamcore Ore,A valuable mineral used to create charms. Gives off a blazing glow reminiscent of a bonfire.
219,0,1,7,99,99,226,0,37,4,0,2000,20000,Dragoncore Ore,A valuable mineral used to create charms. Gives off a mysterious glow that grants the holder sagely wisdom.
220,0,1,3,99,99,227,0,38,3,0,80,800,Armor Sphere,Reacts uniquely to heat. Fuse this to armor to improve it by a tiny amount.
221,0,1,4,99,99,228,0,38,2,0,200,2000,Armor Sphere+,Reacts uniquely to heat. Fuse this to armor to improve it by a small amount.
222,0,1,5,99,99,229,0,38,7,0,300,3000,Advanced Armor Sphere,Reacts uniquely to heat. Fuse this to armor to improve it.
223,0,1,6,99,99,230,0,38,5,0,400,4000,Hard Armor Sphere,Reacts uniquely to heat. Fuse this to armor to significantly improve it.
224,0,1,7,99,99,231,0,38,1,0,600,6000,Heavy Armor Sphere,Reacts uniquely to heat. Fuse this to armor to greatly improve it.
225,0,1,3,99,10,232,0,42,0,0,500,5000,Sturdy Bone,A bone used as crafting material. Can be found in bonepiles in the Coral Highlands and Rotten Vale.
226,0,1,5,99,5,233,0,42,0,0,750,7500,Quality Bone,A bone used as crafting material. Its ease of use and hardness allow it to be shaped into better gear.
227,0,1,3,99,10,234,0,42,2,0,400,4000,Ancient Bone,A bone used as crafting material. Can be found in bonepiles in the Ancient Forest. Its size evokes a certain primal quality.
228,0,1,3,99,10,235,0,42,4,0,400,4000,Boulder Bone,A bone used as crafting material. Can be found in bonepiles in the Wildspire Waste. Its size evokes a certain primal quality.
229,0,1,3,99,10,236,0,42,8,0,800,8000,Coral Bone,A bone used as crafting material. Can be found in bonepiles in the Coral Highlands. Its size evokes a certain primal quality.
230,0,1,3,99,10,237,0,42,11,0,800,8000,Warped Bone,A bone used as crafting material. Can be found in bonepiles in the Rotten Vale. Its size evokes a certain primal quality.
231,0,1,5,99,5,238,0,42,10,0,1200,12000,Brutal Bone,A bone used as crafting material. Can be found in bonepiles in the Elder's Recess. Its size evokes a certain primal quality.
232,0,1,6,99,3,239,0,42,0,0,1600,12000,Dragonbone Relic,A high quality material found in bone piles. The only remains left of a species of dragon now lost to time.
233,0,1,6,99,3,240,0,42,4,0,1800,18000,Unknown Skull,A rare material found in bonepiles in the Elder's Recess. It appears to be some kind of animal skull.
234,0,1,4,99,99,241,0,23,4,0,200,2000,Great Hornfly,"Discovered by Botanical Research. An insect with a giant horn, massive shell, and butterfly-like wings."
235,0,1,4,99,99,242,0,58,10,0,350,3500,Sinister Cloth,Suspect cloth the Tailraider Safari dug up from who-knows-where. Drips with an aura of pure evil.
236,0,1,3,99,10,243,0,42,4,0,30,300,Monster Bone S,A material found in bonepiles. Indispensable for both hunting and daily life.
237,0,1,3,99,99,244,0,42,4,0,300,3000,Monster Bone M,"Bone obtained from large monsters. Strong yet flexible, it's as reliable as steel or wood."
238,0,1,3,99,99,245,0,42,4,0,400,4000,Monster Bone L,"Bone obtained from large monsters. Hard to work with due to its size, but vital when crafting larger items."
239,0,1,3,99,99,246,0,42,7,0,500,5000,Monster Bone+,"Bone obtained from large monsters. Hard to obtain, but vital for crafting powerful equipment."
240,0,1,5,99,99,247,0,42,8,0,800,8000,Monster Keenbone,Bone obtained from high rank large monsters. It has a razor-sharp tip that retains its strength after forging.
241,0,1,5,99,99,248,0,42,1,0,1200,12000,Monster Hardbone,Precious bone obtained from high rank large monsters. Their rarity makes them highly sought after.
242,0,1,6,99,99,249,0,42,5,0,1600,16000,Elder Dragon Bone,A bone from an elder dragon. It exudes the great majesty of the beast that bore it.
243,0,1,3,99,99,250,0,45,10,0,200,2000,Sharp Claw,"Obtained from small fanged wyverns. Unlike wyvern claws, this is shaped to grip objects."
244,0,1,5,99,99,251,0,45,10,0,800,8000,Piercing Claw,Material from high rank small fanged wyverns. Sharp enough that it might serve as a makeshift knife.
245,0,1,3,99,99,252,0,5,6,0,200,2000,Monster Fluid,Material obtained from small insects. Mixes with insect gastric fluids to form adhesive.
246,0,1,5,99,99,253,0,5,3,0,800,8000,Monster Broth,Material from high rank insects. A rich broth made from only the thickest of monster juices.
247,0,1,3,99,99,254,0,13,5,0,600,6000,Poison Sac,A monster organ that contains a lethal toxin. Handle with extreme care.
248,0,1,5,99,99,255,0,13,5,0,1600,16000,Toxin Sac,A monster organ filled with an extremely potent toxin. Just touching it is dangerous.
249,0,1,3,99,99,256,0,13,9,0,800,8000,Paralysis Sac,A monster organ that contains paralyzing neurotoxins.
250,0,1,5,99,99,257,0,13,9,0,1600,16000,Omniplegia Sac,A monster organ filled with potent neurotoxins. A single touch can cause paralysis.
251,0,1,3,99,99,258,0,13,3,0,800,8000,Sleep Sac,A monster organ that contains a knockout powder capable of inducing sleep.
252,0,1,5,99,99,259,0,13,3,0,1600,16000,Coma Sac,A monster organ that contains dangerous powder. One whiff can induce a coma.
253,0,1,3,99,99,260,0,13,1,0,800,8000,Flame Sac,A monster organ filled with flammable powder. Handle with extreme care.
254,0,1,5,99,99,261,0,13,1,0,1600,16000,Inferno Sac,A monster organ filled with powder that ignites if it so much as touches air. Danger!
255,0,1,3,99,99,262,0,13,6,0,600,6000,Aqua Sac,A monster organ designed to hold and preserve water.
256,0,1,5,99,99,263,0,13,6,0,1600,16000,Torrent Sac,A monster organ designed to hold and preserve copious amounts of water.
257,0,1,3,99,99,264,0,13,0,0,1000,10000,Frost Sac,"A monster internal organ, filled with extremely low temperature fluid. Handle with care."
258,0,1,5,99,99,265,0,13,0,0,2400,24000,Freezer Sac,A monster organ with tremendous freezing power. Turns its surroundings to ice.
259,0,1,3,99,99,266,0,13,4,0,1000,10000,Electro Sac,"A monster organ that can store up electricity, which is released on impact."
260,0,1,5,99,99,267,0,13,4,0,1600,16000,Thunder Sac,A monster organ that can store up large amounts of high voltage electricity.
261,0,1,6,99,99,268,1024,9,3,0,4000,40000,Bird Wyvern Gem,A valuable gem that can be harvested from bird wyverns. Said to fetch a high price on the market.
262,0,1,6,99,99,269,1024,9,6,0,4000,40000,Wyvern Gem,"Throughout a wyvern's life, impurities gather and form this peculiar gem."
263,0,1,6,99,99,270,0,5,1,0,1600,16000,Elder Dragon Blood,Contains an unknown compound. The object of much scholarly research.
264,0,1,3,99,99,271,0,44,13,0,200,2000,Mosswine Hide,A musty hide covered in moss.
265,0,1,3,99,99,272,0,44,2,0,120,1200,Warm Pelt,"A pelt from a small animal. Used for many things, but mostly just regular clothes."
266,0,1,5,99,99,273,0,44,7,0,320,3200,High-quality Pelt,Rare pelt from a small animal. Feels wonderful to the touch and valued highly by the Commission.
267,0,1,3,99,99,274,0,23,4,0,160,1600,Vespoid Shell,Vespoid material. Obtained by carving. Used for many purposes.
268,0,1,5,99,99,276,0,23,4,0,460,4600,Vespoid Carapace,Rare Vespoid material. Obtained by carving. Used for many purposes.
269,0,1,3,99,99,275,0,3,4,0,210,2100,Vespoid Wing,"Vespoid material. Obtained by carving. Light and sharp, used in many weapons."
270,0,1,5,99,99,277,0,3,4,0,560,5600,Vespoid Innerwing,"Rare Vespoid material. Obtained by carving. Light and sharp, used in many weapons."
271,0,1,3,99,99,278,0,23,10,0,260,2600,Hornetaur Shell,Hornetaur material. Obtained by carving. Used for many purposes.
272,0,1,3,99,99,279,0,3,10,0,310,3100,Hornetaur Wing,Hornetaur material. Obtained by carving. Used for many purposes.
273,0,1,3,99,99,280,0,23,10,0,360,3600,Hornetaur Head,"Hornetaur material. Obtained by carving. Unusual, used in select gear."
274,0,1,5,99,99,281,0,23,10,0,560,5600,Hornetaur Carapace,Rare Hornetaur material. Obtained by carving. Used for many purposes.
275,0,1,5,99,99,282,0,3,10,0,660,6600,Hornetaur Innerwing,"Rare Hornetaur material. Obtained by carving. Light and sharp, used in many weapons."
276,0,1,3,99,99,283,0,44,11,0,220,2200,Gajau Skin,"Gajau material. Obtained by carving. Water- resistant, used to craft gear."
277,0,1,3,99,99,284,0,41,11,0,270,2700,Gajau Whisker,"Gajau material. Obtained by carving. Hardy, used to craft gear."
278,0,1,5,99,99,285,0,44,11,0,420,4200,Gajau Scale,"Rare Gajau material. Obtained by carving. Water- resistant, used to craft gear."
279,0,1,5,99,99,286,0,41,11,0,520,5200,Grand Gajau Whisker,"Rare Gajau material. Obtained by carving. Hardy, used to craft gear."
280,0,1,3,99,99,287,0,59,24,0,180,1800,Wingdrake Hide,A material carved from wingdrakes. Lightweight and often used when crafting armor.
281,0,1,5,99,99,288,0,59,24,0,380,3800,Wingdrake Hide+,A rare material carved from wingdrakes. Lightweight and often used when crafting armor.
282,0,1,5,99,99,289,0,44,11,0,720,7200,Barnos Hide+,"Rare Barnos material. Obtained by carving. Supple, used to craft gear."
283,0,1,5,99,99,290,0,45,11,0,820,8200,Barnos Talon,"Rare Barnos material. Obtained by carving. Unusual, used in select gear."
284,0,1,3,99,99,291,0,46,7,0,180,1800,Kestodon Shell,"Kestodon material. Obtained by carving. Sturdy, used to craft gear."
285,0,1,3,99,99,292,0,60,7,0,230,2300,Kestodon Scalp,"Kestodon material. Obtained by carving. Unusual, used in select gear."
286,0,1,5,99,99,293,0,46,7,0,430,4300,Kestodon Carapace,"Superior Kestodon material. Obtained by carving. Sturdy, used to craft gear."
287,0,1,5,99,99,294,0,46,14,0,760,7600,Gastodon Carapace,"Rare Gastodon material. Obtained by carving. Sturdy, used to craft gear."
288,0,1,5,99,99,295,0,45,14,0,860,8600,Gastodon Horn,"Rare Gastodon material. Obtained by carving. Unusual, used in select gear."
289,0,1,3,99,99,296,0,43,4,0,140,1400,Jagras Scale,Jagras material. Obtained by carving. Used for many purposes.
290,0,1,3,99,99,297,0,44,4,0,180,1800,Jagras Hide,"Jagras material. Obtained by carving. Supple, used to craft gear."
291,0,1,5,99,99,298,0,43,4,0,340,3400,Jagras Scale+,Rare Jagras material. Obtained by carving. Used for many purposes.
292,0,1,5,99,99,299,0,44,4,0,480,4800,Jagras Hide+,"Rare Jagras material. Obtained by carving. Supple, used to craft gear."
293,0,1,3,99,99,300,0,43,1,0,220,2200,Shamos Scale,Shamos material. Obtained by carving. Used for many purposes.
294,0,1,3,99,99,301,0,44,1,0,280,2800,Shamos Hide,"Shamos material. Obtained by carving. Supple, used to craft gear."
295,0,1,5,99,99,302,0,43,1,0,420,4200,Shamos Scale+,Rare Shamos material. Obtained by carving. Used for many purposes.
296,0,1,5,99,99,303,0,44,1,0,480,4800,Shamos Hide+,"Rare Shamos material. Obtained by carving. Supple, used to craft gear."
297,0,1,3,99,99,304,0,43,10,0,240,2400,Girros Scale,Girros material. Obtained by carving. Used for many purposes.
298,0,1,3,99,99,305,0,44,10,0,300,3000,Girros Hide,"Girros material. Obtained by carving. Supple, used to craft gear."
299,0,1,3,99,99,306,0,45,9,0,260,2600,Girros Fang,Girros material. Obtained by carving. Grants paralytic properties.
300,0,1,5,99,99,307,0,43,10,0,460,4600,Girros Scale+,Rare Girros material. Obtained by carving. Used for many purposes.
301,0,1,5,99,99,308,0,44,10,0,520,5200,Girros Hide+,"Rare Girros material. Obtained by carving. Supple, used to craft gear."
302,0,1,3,99,99,309,0,43,4,0,260,260,Great Jagras Scale,Great Jagras material. Mostly obtained by carving. Broadly used for many purposes.
303,0,1,3,99,99,310,0,44,4,0,360,360,Great Jagras Hide,Great Jagras material. Mostly obtained as a reward. Broadly used for many purposes.
304,0,1,3,99,99,311,0,41,4,0,440,440,Great Jagras Mane,Great Jagras material. Obtained by breaking its head. Used for many purposes.
305,0,1,3,99,99,312,0,45,4,0,420,420,Great Jagras Claw,"Great Jagras material. Obtained by breaking its forelegs. Sharp, used in many weapons."
306,0,1,5,99,99,313,0,43,4,0,860,860,Great Jagras Scale+,Rare Great Jagras material. Mostly obtained by carving. Broadly used for many purposes.
307,0,1,5,99,99,314,0,44,4,0,1220,1220,Great Jagras Hide+,"Rare Great Jagras material. Mostly obtained as a reward. Supple, used to craft gear."
308,0,1,5,99,99,315,0,45,4,0,1620,1620,Great Jagras Claw+,"Rare Great Jagras material. Obtained by breaking its forelegs. Sharp, used in many weapons."
309,0,1,3,99,99,316,0,43,24,0,290,290,Kulu-Ya-Ku Scale,Kulu-Ya-Ku material. Mostly obtained as a reward. Broadly used for many purposes.
310,0,1,3,99,99,317,0,44,24,0,390,390,Kulu-Ya-Ku Hide,"Kulu-Ya-Ku material. Mostly obtained by carving. Supple, often used in gear."
311,0,1,3,99,99,318,0,41,25,0,460,460,Kulu-Ya-Ku Plume,Kulu-Ya-Ku material. Obtained by breaking its forelimbs. Used for many purposes.
312,0,1,3,99,99,319,0,60,24,0,490,490,Kulu-Ya-Ku Beak,"Kulu-Ya-Ku material. Obtained by breaking its head. Hard, used in many weapons."
313,0,1,5,99,99,320,0,43,24,0,890,890,Kulu-Ya-Ku Scale+,Rare Kulu-Ya-Ku material. Mostly obtained by carving. Broadly used for many purposes.
314,0,1,5,99,99,321,0,44,24,0,1290,1290,Kulu-Ya-Ku Hide+,"Rare Kulu-Ya-Ku material. Mostly obtained as a reward. Supple, often used in gear."
315,0,1,5,99,99,322,0,41,25,0,1660,1660,Kulu-Ya-Ku Plume+,Rare Kulu-Ya-Ku material. Obtained by breaking its forelimbs. Used for many purposes.
316,0,1,5,99,99,323,0,60,24,0,1660,1660,Kulu-Ya-Ku Beak+,"Rare Kulu-Ya-Ku material. Obtained by breaking its head. Hard, used in many weapons."
317,0,1,3,99,99,324,0,43,26,0,360,360,Pukei-Pukei Scale,Pukei-Pukei material. Mostly obtained by carving. Broadly used for many purposes.
318,0,1,3,99,99,325,0,46,26,0,470,470,Pukei-Pukei Shell,"Pukei-Pukei material. Mostly obtained as a reward. Solid, used to craft gear."
319,0,1,3,99,99,326,0,59,26,0,640,640,Pukei-Pukei Quill,Pukei-Pukei material. Obtained by breaking its wings. Used for many purposes.
320,0,1,3,99,99,327,0,13,26,0,660,660,Pukei-Pukei Sac,Pukei-Pukei material. Obtained by breaking its head. Grants poisonous properties.
321,0,1,3,99,99,328,0,52,26,0,620,620,Pukei-Pukei Tail,"Rare Pukei-Pukei material. Obtained by carving its severed tail. Unusual, used to craft gear."
322,0,1,5,99,99,329,0,43,26,0,950,950,Pukei-Pukei Scale+,Rare Pukei-Pukei material. Mostly obtained by carving. Broadly used for many purposes.
323,0,1,5,99,99,330,0,46,26,0,1350,1350,Pukei-Pukei Carapace,"Rare Pukei-Pukei material. Mostly obtained as a reward. Solid, used to craft gear."
324,0,1,5,99,99,331,0,59,26,0,1700,1700,Pukei-Pukei Wing,Rare Pukei-Pukei material. Obtained by breaking its wings. Used for many purposes.
325,0,1,5,99,99,332,0,13,26,0,1750,1750,Pukei-Pukei Sac+,Rare Pukei-Pukei material. Obtained by breaking its head. Grants poisonous properties.
326,0,1,3,99,99,333,0,46,7,0,330,330,Barroth Shell,Barroth material. Mostly obtained by carving. Broadly used for many purposes.
327,0,1,3,99,99,334,0,41,7,0,480,480,Barroth Ridge,"Barroth material. Mostly obtained as a reward. Solid, used to craft gear."
328,0,1,3,99,99,335,0,45,7,0,630,630,Barroth Claw,"Barroth material. Obtained by breaking its forelimbs. Hardy, used in many weapons."
329,0,1,3,99,99,336,0,60,7,0,870,870,Barroth Scalp,"Barroth material. Obtained by breaking its scalp. Tough, used in many weapons."
330,0,1,3,99,99,337,0,52,7,0,800,800,Barroth Tail,"Barroth material. Obtained by carving its severed tail. Stiff, used to craft gear."
331,0,1,3,99,99,338,0,8,7,0,390,390,Fertile Mud,"Barroth material. Obtained by breaking its mud covering. Unusual, used in select gear."
332,0,1,5,99,99,339,0,46,7,0,870,870,Barroth Carapace,Rare Barroth material. Mostly obtained by carving. Broadly used for many purposes.
333,0,1,5,99,99,340,0,41,7,0,1270,1270,Barroth Ridge+,"Rare Barroth material. Mostly obtained as a reward. Solid, used to craft gear."
334,0,1,5,99,99,341,0,45,7,0,1670,1670,Barroth Claw+,"Rare Barroth material. Obtained by breaking its forelimbs. Hardy, used in many weapons."
335,0,1,3,99,99,342,0,43,24,0,340,340,Jyuratodus Scale,Jyuratodus material. Mostly obtained by carving. Used for many purposes.
336,0,1,3,99,99,343,0,46,24,0,490,490,Jyuratodus Shell,"Jyuratodus material. Mostly obtained as a reward. Hardy, used to craft gear."
337,0,1,3,99,99,344,0,45,24,0,640,640,Jyuratodus Fang,"Jyuratodus material. Obtained by breaking its head. Sharp, used in many weapons."
338,0,1,3,99,99,345,0,41,24,0,720,720,Jyuratodus Fin,Jyuratodus material. Obtained by breaking its back. Used for many purposes.
339,0,1,5,99,99,346,0,43,24,0,1040,1040,Jyuratodus Scale+,Rare Jyuratodus material. Mostly obtained by carving. Used for many purposes.
340,0,1,5,99,99,347,0,46,24,0,1540,1540,Jyuratodus Carapace,"Rare Jyuratodus material. Mostly obtained as a reward. Hardy, used to craft gear."
341,0,1,5,99,99,348,0,45,24,0,2040,2040,Jyuratodus Fang+,"Rare Jyuratodus material. Obtained by breaking its head. Sharp, used in many weapons."
342,0,1,5,99,99,349,0,41,24,0,2120,2120,Jyuratodus Fin+,Rare Jyuratodus material. Obtained by breaking its back. Used for many purposes.
343,0,1,3,99,99,350,0,43,12,0,360,360,Tobi-Kadachi Scale,Tobi-Kadachi material. Mostly obtained by carving. Broadly used for many purposes.
344,0,1,3,99,99,351,0,44,12,0,510,510,Tobi-Kadachi Pelt,"Tobi-Kadachi material. Mostly obtained as a reward. Highly thunder-resistant, used to craft gear."
345,0,1,3,99,99,352,0,59,12,0,800,800,Tobi-Kadachi Membrane,"Tobi-Kadachi material. Mostly obtained by carving. Supple, used to craft gear."
346,0,1,3,99,99,353,0,45,12,0,660,660,Tobi-Kadachi Claw,"Tobi-Kadachi material. Obtained by breaking its forelimbs. Sharp, used in many weapons."
347,0,1,3,99,99,354,0,41,12,0,720,720,Tobi-Kadachi Electrode,Tobi-Kadachi material. Obtained by breaking its head. Grants thunder element properties.
348,0,1,5,99,99,355,0,43,12,0,1050,1050,Tobi-Kadachi Scale+,Rare Tobi-Kadachi material. Mostly obtained by carving. Broadly used for many purposes.
349,0,1,5,99,99,356,0,44,12,0,1550,1550,Tobi-Kadachi Pelt+,"Rare Tobi-Kadachi material. Mostly obtained as a reward. Highly thunder-resistant, used to craft gear."
350,0,1,5,99,99,357,0,45,12,0,1650,1650,Tobi-Kadachi Claw+,"Rare Tobi-Kadachi material. Obtained by breaking its forelimbs. Sharp, used in many weapons."
351,0,1,5,99,99,358,0,41,12,0,1750,1750,Tobi-Kadachi Electrode+,Rare Tobi-Kadachi material. Obtained by breaking its head. Grants thunder element properties.
352,0,1,3,99,99,359,0,43,8,0,430,430,Anjanath Scale,Anjanath material. Mostly obtained by carving. Broadly used for many purposes.
353,0,1,3,99,99,360,0,44,8,0,630,630,Anjanath Pelt,"Anjanath material. Mostly obtained as a reward. Highly heat-resistant, used to craft gear."
354,0,1,3,99,99,361,0,45,8,0,830,830,Anjanath Fang,"Anjanath material. Obtained by breaking its head. Sharp, used in many weapons."
355,0,1,3,99,99,362,0,42,8,0,890,890,Anjanath Nosebone,Anjanath material. Obtained by breaking its head. Unusual and difficult to handle.
356,0,1,3,99,99,363,0,52,8,0,860,860,Anjanath Tail,"Anjanath material. Obtained by carving its severed tail. Stiff, used to craft gear."
357,0,1,4,99,99,364,1024,61,8,0,2400,2400,Anjanath Plate,"Anjanath material. A valuable find, used to fortify gear. Said to be quite hard to come by."
358,0,1,5,99,99,365,0,43,8,0,1060,1060,Anjanath Scale+,Rare Anjanath material. Mostly obtained by carving. Broadly used for many purposes.
359,0,1,5,99,99,366,0,44,8,0,1560,1560,Anjanath Pelt+,"Rare Anjanath material. Mostly obtained as a reward. Highly heat-resistant, used to craft gear."
360,0,1,5,99,99,367,0,45,8,0,2060,2060,Anjanath Fang+,"Rare Anjanath material. Obtained by breaking its head. Sharp, used in many weapons."
361,0,1,5,99,99,368,0,42,8,0,2120,2120,Anjanath Nosebone+,"Rare Anjanath material. Obtained by breaking its head. Unusual, used in select gear."
362,0,1,6,99,99,369,1024,9,8,0,6000,6000,Anjanath Gem,A rare gem said to have formed within Anjanath tissue. Used to dramatically improve gear.
363,0,1,3,99,99,370,0,43,2,0,460,460,Rathian Scale,Rathian material. Mostly obtained by carving. Broadly used for many purposes.
364,0,1,3,99,99,371,0,46,2,0,660,660,Rathian Shell,"Rathian material. Mostly obtained as a reward. Solid, used to craft gear."
365,0,1,3,99,99,372,0,59,2,0,860,860,Rathian Webbing,"Rathian material. Obtained by breaking its wings. Supple, used to craft gear."
366,0,1,3,99,99,373,0,41,2,0,980,980,Rathian Spike,Rathian material. Obtained by carving its severed tail. Grants poisonous properties.
367,0,1,4,99,99,374,1024,61,2,0,2400,2400,Rathian Plate,"Rathian material. A valuable find, used to fortify gear. Said to be quite hard to come by."
368,0,1,5,99,99,375,0,43,2,0,1060,1060,Rathian Scale+,Rare Rathian material. Mostly obtained by carving. Broadly used for many purposes.
369,0,1,5,99,99,376,0,46,2,0,1560,1560,Rathian Carapace,"Rare Rathian material. Mostly obtained as a reward. Solid, used to craft gear."
370,0,1,5,99,99,377,0,41,2,0,2240,2240,Rathian Spike+,Rare Rathian material. Obtained by carving its severed tail. Grants poisonous properties.
371,0,1,6,99,99,378,1024,9,2,0,6000,6000,Rathian Ruby,A rare gem said to have formed within Rathian tissue. Used to dramatically improve gear.
372,0,1,5,99,99,379,0,43,8,0,1260,1260,Pink Rathian Scale+,Rare Pink Rathian material. Mostly obtained by carving. Broadly used for many purposes.
373,0,1,5,99,99,380,0,46,8,0,1860,1860,Pink Rathian Carapace,"Rare Pink Rathian material. Mostly obtained as a reward. Solid, used to craft gear."
374,0,1,3,99,99,381,0,43,3,0,440,440,Tzitzi-Ya-Ku Scale,Tzitzi-Ya-Ku material. Mostly obtained by carving. Broadly used for many purposes.
375,0,1,3,99,99,382,0,44,3,0,640,640,Tzitzi-Ya-Ku Hide,"Tzitzi-Ya-Ku material. Mostly obtained as a reward. Supple, used to craft gear."
376,0,1,3,99,99,383,0,45,3,0,840,840,Tzitzi-Ya-Ku Claw,"Tzitzi-Ya-Ku material. Mostly obtained by carving. Sharp, used in many weapons."
377,0,1,3,99,99,384,0,41,3,0,920,920,Tzitzi-Ya-Ku Photophore,"Tzitzi-Ya-Ku material obtained by breaking its pulse organs. Unusual, used for many purposes."
378,0,1,5,99,99,385,0,43,3,0,840,840,Tzitzi-Ya-Ku Scale+,Rare Tzitzi-Ya-Ku material. Mostly obtained by carving. Broadly used for many purposes.
379,0,1,5,99,99,386,0,44,3,0,1240,1240,Tzitzi-Ya-Ku Hide+,"Rare Tzitzi-Ya-Ku material. Mostly obtained as a reward. Supple, used to craft gear."
380,0,1,5,99,99,387,0,45,3,0,1640,1640,Tzitzi-Ya-Ku Claw+,"Rare Tzitzi-Ya-Ku material. Mostly obtained by carving. Sharp, used in many weapons."
381,0,1,5,99,99,388,0,41,3,0,1680,1680,Tzitzi-Ya-Ku Photophore+,"Rare Tzitzi-Ya-Ku material obtained by breaking its pulse organs. Unusual, used for many purposes."
382,0,1,3,99,99,389,0,44,0,0,650,650,Paolumu Pelt,Paolumu material. Mostly obtained as a reward. Broadly used for many purposes.
383,0,1,3,99,99,390,0,43,0,0,450,450,Paolumu Scale,"Paolumu material. Mostly obtained by carving. Solid, used to craft gear."
384,0,1,3,99,99,391,0,46,8,0,950,950,Paolumu Shell,Paolumu material. Obtained by breaking its tail. Used for many purposes.
385,0,1,3,99,99,392,0,59,0,0,850,850,Paolumu Webbing,"Paolumu material. Obtained by breaking its wings. Lightweight, used to craft gear."
386,0,1,5,99,99,393,0,44,0,0,1570,1570,Paolumu Pelt+,Rare Paolumu material. Mostly obtained as a reward. Broadly used for many purposes.
387,0,1,5,99,99,394,0,43,0,0,1070,1070,Paolumu Scale+,"Rare Paolumu material. Mostly obtained by carving. Solid, used to craft gear."
388,0,1,5,99,99,395,0,46,8,0,2140,2140,Paolumu Carapace+,Rare Paolumu material. Obtained by breaking its tail. Used for many purposes.
389,0,1,5,99,99,396,0,59,0,0,2070,2070,Paolumu Wing,"Rare Paolumu material. Obtained by breaking its wings. Lightweight, used to craft gear."
390,0,1,3,99,99,397,0,43,10,0,450,450,Great Girros Scale,Great Girros material. Mostly obtained by carving. Broadly used for many purposes.
391,0,1,3,99,99,398,0,44,10,0,650,650,Great Girros Hide,"Great Girros material. Mostly obtained as a reward. Supple, used to craft gear."
392,0,1,3,99,99,399,0,41,10,0,950,950,Great Girros Hood,Great Girros material. Obtained by breaking its head. Unusual and difficult to handle.
393,0,1,3,99,99,400,0,45,10,0,750,750,Great Girros Fang,Great Girros material. Obtained by breaking its head. Grants paralytic properties.
394,0,1,3,99,99,401,0,52,10,0,850,850,Great Girros Tail,"Great Girros material. Obtained by carving its severed tail. Stiff, used to craft gear."
395,0,1,5,99,99,402,0,43,10,0,1060,1060,Great Girros Scale+,Rare Great Girros material. Mostly obtained by carving. Broadly used for many purposes.
396,0,1,5,99,99,403,0,44,10,0,1560,1560,Great Girros Hide+,"Rare Great Girros material. Mostly obtained as a reward. Supple, used to craft gear."
397,0,1,5,99,99,404,0,41,10,0,2180,2180,Great Girros Hood+,"Rare Great Girros material. Obtained by breaking its head. Unusual, used in select gear."
398,0,1,5,99,99,405,0,45,10,0,2060,2060,Great Girros Fang+,Rare Great Girros material. Obtained by breaking its head. Grants paralytic properties.
399,0,1,3,99,99,406,0,43,0,0,480,480,Radobaan Scale,Radobaan material. Mostly obtained by carving. Broadly used for many purposes.
400,0,1,3,99,99,407,0,46,0,0,680,680,Radobaan Shell,"Radobaan material. Mostly obtained as a reward. Solid, used to craft gear."
401,0,1,3,99,99,408,0,41,0,0,960,960,Radobaan Oilshell,"Radobaan material. Obtained by carving its severed tail. Impact- resistant, used to craft gear."
402,0,1,3,99,99,409,0,42,0,0,880,880,Wyvern Bonemass,"Radobaan material. Obtained by collecting rare drops. Highly dense, used for many purposes."
403,0,1,3,99,99,410,4096,0,0,0,400,400,Radobaan Jaw,"Radobaan material. Obtained by breaking its head. Unusual, used in select gear."
404,0,1,3,99,99,411,0,41,0,0,1120,1120,Radobaan Marrow,"Radobaan material. A valuable find, used to fortify gear. Said to be quite hard to come by."
405,0,1,5,99,99,412,0,43,0,0,1080,1080,Radobaan Scale+,Rare Radobaan material. Mostly obtained by carving. Broadly used for many purposes.
406,0,1,5,99,99,413,0,46,0,0,1580,1580,Radobaan Carapace,"Rare Radobaan material. Mostly obtained as a reward. Solid, used to craft gear."
